,L'érosion du littoral,La biodiversité et la disparition de certaines espèces,La pollution de l'air,Les dérèglements climatiques,total,CODE_DEPT
0,1.834862385321101,24.617737003058103,30.58103975535168,42.96636085626911,654.0,34
1,3.2835820895522385,27.46268656716418,25.970149253731346,43.28358208955223,335.0,17
2,1.0183299389002036,24.236252545824847,27.08757637474542,47.657841140529534,491.0,35
3,0.8064516129032258,23.118279569892472,32.795698924731184,43.27956989247312,372.0,95
4,0.0,28.87323943661972,28.87323943661972,42.25352112676056,284.0,84
5,0.0,32.20338983050847,22.45762711864407,45.33898305084746,236.0,25
6,0.35650623885918004,24.598930481283425,32.97682709447415,42.06773618538324,561.0,83
7,1.0309278350515463,28.350515463917525,26.288659793814436,44.329896907216494,388.0,63
8,1.8201284796573876,27.08779443254818,29.764453961456105,41.32762312633833,934.0,33
9,0.0,28.007181328545784,31.956912028725316,40.035906642728904,557.0,06
10,0.9549795361527967,32.605729877216916,21.418826739427015,45.020463847203274,733.0,44
11,1.4814814814814816,28.14814814814815,34.074074074074076,36.2962962962963,135.0,02
12,0.33557046979865773,22.483221476510067,27.516778523489933,49.664429530201346,298.0,45
13,0.33783783783783783,22.12837837837838,38.85135135135135,38.682432432432435,1184.0,69
14,0.6333122229259025,27.042431918936032,31.982267257758075,40.341988600379985,1579.0,75
15,0.0,29.166666666666668,25.0,45.83333333333333,216.0,07
16,0.5714285714285714,29.714285714285715,29.142857142857142,40.57142857142857,175.0,28
17,1.6853932584269662,22.47191011235955,23.595505617977526,52.24719101123596,178.0,11
18,0.3864734299516908,23.285024154589372,35.84541062801932,40.48309178743961,1035.0,13
19,0.9803921568627451,28.431372549019606,22.22222222222222,48.36601307189542,306.0,49
20,0.5681818181818182,27.84090909090909,28.40909090909091,43.18181818181818,176.0,51
21,0.5319148936170213,32.97872340425532,23.404255319148938,43.08510638297872,188.0,86
22,0.8547008547008548,29.059829059829063,28.63247863247863,41.452991452991455,234.0,60
23,2.1201413427561837,22.614840989399294,32.50883392226148,42.75618374558304,283.0,14
24,0.8146639511201629,25.254582484725052,31.67006109979633,42.26069246435845,982.0,92
25,1.1363636363636365,29.545454545454547,28.40909090909091,40.909090909090914,88.0,19
26,0.9287925696594427,27.24458204334365,31.269349845201237,40.55727554179567,323.0,01
27,0.10905125408942204,23.11886586695747,33.36968375136314,43.402399127589966,917.0,78
28,0.6779661016949152,27.796610169491526,33.559322033898304,37.96610169491525,295.0,93
29,1.702127659574468,25.957446808510635,27.23404255319149,45.1063829787234,235.0,66
30,0.7246376811594203,25.36231884057971,24.637681159420293,49.275362318840585,138.0,41
31,0.0,25.0,31.845238095238095,43.154761904761905,336.0,42
32,3.0470914127423825,29.362880886426595,23.822714681440445,43.76731301939058,361.0,56
33,0.0,29.82456140350877,24.561403508771928,45.614035087719294,114.0,18
34,0.3051881993896236,29.60325534079349,28.382502543234995,41.70905391658189,983.0,31
35,0.5309734513274336,26.017699115044245,32.92035398230089,40.530973451327434,565.0,91
36,0.9345794392523363,28.971962616822427,23.364485981308412,46.728971962616825,214.0,71
37,0.0,29.677419354838708,27.419354838709676,42.90322580645161,310.0,37
38,0.38314176245210724,29.118773946360154,28.735632183908045,41.7624521072797,261.0,21
39,0.4132231404958678,27.479338842975203,34.090909090909086,38.01652892561984,484.0,67
40,0.0,22.249690976514216,34.610630407911,43.13967861557478,809.0,38
41,1.1764705882352942,35.88235294117647,23.52941176470588,39.411764705882355,170.0,24
42,0.0,28.07017543859649,25.438596491228072,46.49122807017544,114.0,39
43,0.0,27.380952380952383,23.809523809523807,48.80952380952381,84.0,90
44,0.3913894324853229,25.83170254403131,34.44227005870842,39.33463796477495,511.0,77
45,0.0,37.5,25.0,37.5,128.0,88
46,0.2828854314002829,23.903818953323906,40.169731258840166,35.64356435643564,707.0,59
47,0.0,23.364485981308412,34.26791277258567,42.36760124610592,321.0,57
48,3.4246575342465753,33.21917808219178,28.08219178082192,35.273972602739725,292.0,62
49,0.0,24.154589371980677,28.985507246376812,46.85990338164252,207.0,72
50,0.6479481641468683,21.598272138228943,41.252699784017274,36.50107991360691,463.0,74
51,7.784431137724551,21.55688622754491,26.34730538922156,44.31137724550898,167.0,50
52,0.0,32.83582089552239,20.8955223880597,46.26865671641791,67.0,15
53,0.5194805194805194,25.454545454545453,21.298701298701296,52.72727272727272,385.0,30
54,0.0,28.703703703703702,27.469135802469136,43.82716049382716,324.0,26
55,0.0,38.46153846153847,24.03846153846154,37.5,104.0,89
56,0.0,31.372549019607842,23.52941176470588,45.09803921568628,51.0,52
57,0.0,35.55555555555556,21.48148148148148,42.96296296296296,135.0,12
58,1.6129032258064515,29.838709677419356,19.35483870967742,49.193548387096776,248.0,22
59,0.0,42.5,17.5,40.0,40.0,48
60,2.0618556701030926,35.051546391752574,20.618556701030926,42.2680412371134,97.0,05
61,1.3824884792626728,29.262672811059907,30.414746543778804,38.94009216589861,434.0,76
62,2.4,28.000000000000004,28.799999999999997,40.8,125.0,16
63,2.2900763358778624,27.480916030534353,20.610687022900763,49.61832061068702,131.0,79
64,1.4388489208633095,22.302158273381295,30.575539568345324,45.68345323741007,278.0,54
65,5.46448087431694,24.043715846994534,26.775956284153008,43.71584699453552,183.0,40
66,0.9009009009009009,29.72972972972973,20.72072072072072,48.64864864864865,111.0,82
67,0.0,37.333333333333336,24.0,38.666666666666664,75.0,53
68,0.5319148936170213,30.851063829787233,22.872340425531913,45.744680851063826,188.0,81
69,1.5151515151515151,39.39393939393939,15.151515151515152,43.93939393939394,66.0,09
70,2.70935960591133,35.714285714285715,18.472906403940886,43.103448275862064,406.0,29
71,3.7735849056603774,26.037735849056602,26.79245283018868,43.39622641509434,265.0,85
72,1.3888888888888888,29.166666666666668,27.77777777777778,41.66666666666667,144.0,47
73,1.7543859649122806,27.77777777777778,25.730994152046783,44.73684210526316,342.0,64
74,0.5628517823639775,24.015009380863038,32.833020637898684,42.589118198874296,533.0,94
75,0.0,28.799999999999997,25.6,45.6,125.0,65
76,0.36363636363636365,27.27272727272727,32.36363636363636,40.0,275.0,73
77,1.0101010101010102,34.34343434343434,19.19191919191919,45.45454545454545,99.0,61
78,0.0,29.896907216494846,23.711340206185564,46.391752577319586,97.0,43
79,0.0,25.34246575342466,32.534246575342465,42.12328767123288,292.0,68
80,2.5316455696202533,28.691983122362867,27.848101265822784,40.92827004219409,237.0,27
81,4.477611940298507,22.388059701492537,40.298507462686565,32.83582089552239,67.0,08
82,0.0,31.506849315068493,19.17808219178082,49.31506849315068,73.0,36
83,0.5780346820809248,34.68208092485549,24.277456647398843,40.46242774566474,173.0,87
84,3.4482758620689653,33.10344827586207,28.965517241379313,34.48275862068966,145.0,80
85,1.639344262295082,32.78688524590164,34.42622950819672,31.147540983606557,61.0,55
86,1.3333333333333335,36.0,32.0,30.666666666666664,75.0,70
87,0.0,11.11111111111111,37.03703703703704,51.85185185185185,27.0,99
88,0.8130081300813009,29.268292682926827,30.89430894308943,39.02439024390244,123.0,03
89,0.8928571428571428,27.67857142857143,34.82142857142857,36.607142857142854,112.0,10
90,0.0,33.0,22.0,45.0,100.0,46
91,1.0101010101010102,29.292929292929294,23.232323232323232,46.464646464646464,99.0,04
92,0.0,36.36363636363637,16.161616161616163,47.474747474747474,99.0,32
93,0.0,27.22222222222222,22.22222222222222,50.55555555555556,180.0,97
94,4.477611940298507,20.8955223880597,32.83582089552239,41.7910447761194,67.0,20
95,0.0,29.411764705882355,38.23529411764706,32.35294117647059,68.0,58
96,2.083333333333333,27.083333333333332,27.083333333333332,43.75,48.0,23
